Step,Reward,Smoothed,Trendline_1000,Trendline_10000
2959,-158,-154.91000000000005,-149.63801999999998,-133.55203699999998
2960,-159,-155.10000000000005,-149.68753999999998,-133.57734599999998
2961,-159,-155.29000000000005,-149.73688,-133.60265399999997
2962,-159,-155.48000000000005,-149.78603999999999,-133.62796099999997
2963,-159,-155.67000000000007,-149.83500999999998,-133.65326699999997
2964,-159,-155.86000000000007,-149.88378999999998,-133.67857199999997
2965,-159,-156.05000000000004,-149.93236999999993,-133.70387599999998
2966,-160,-156.24000000000004,-149.98074999999997,-133.72917899999996
2967,-160,-156.41000000000005,-150.02892999999997,-133.75448099999997
2968,-160,-156.58000000000004,-150.07692999999998,-133.77978199999998
2969,-160,-156.75000000000003,-150.12475999999998,-133.805082
2970,-160,-156.92000000000004,-150.17241,-133.830381
2971,-160,-157.09000000000006,-150.21987000000001,-133.85567899999998
2972,-160,-157.26000000000005,-150.26714,-133.88097599999998
2973,-160,-157.43000000000004,-150.31422000000003,-133.906272
2974,-160,-157.58,-150.36111000000002,-133.93156699999997
2975,-160,-157.71000000000004,-150.40781000000004,-133.956861
2976,-160,-157.82,-150.45434000000003,-133.98215399999998
2977,-160,-157.92999999999998,-150.5007,-134.00744600000002
2978,-160,-158.04,-150.54688999999996,-134.032737
2979,-160,-158.14999999999998,-150.59291,-134.05802699999998
2980,-160,-158.25999999999996,-150.63875999999996,-134.08331599999997
2981,-160,-158.36999999999998,-150.68443999999997,-134.108604
2982,-160,-158.48000000000002,-150.72993999999997,-134.133891
2983,-160,-158.59000000000003,-150.77525999999997,-134.159177
2984,-160,-158.69000000000005,-150.82038999999997,-134.184462
2985,-159,-158.79000000000008,-150.86532,-134.209746
2986,-160,-158.89000000000007,-150.91006,-134.235029
2987,-160,-158.99000000000007,-150.95461,-134.260311
2988,-161,-159.09000000000006,-150.99896999999999,-134.285592
2989,-161,-159.19000000000005,-151.04313999999997,-134.31087199999996
2990,-161,-159.29000000000005,-151.08713,-134.33615099999997
2991,-161,-159.39000000000004,-151.13094999999998,-134.361429
2992,-161,-159.49000000000007,-151.1746,-134.386706
2993,-161,-159.59000000000006,-151.21807999999996,-134.41198199999997
2994,-161,-159.68000000000006,-151.26137999999997,-134.437257
2995,-161,-159.77000000000004,-151.30451,-134.46253099999996
2996,-161,-159.84000000000006,-151.34749,-134.48780399999998
2997,-161,-159.91000000000003,-151.39032999999998,-134.51307599999996
2998,-162,-159.98,-151.43303999999998,-134.538347
2999,-162,-160.03999999999996,-151.47562,-134.56361699999997
3000,-161,-160.09999999999997,-151.51807,-134.58888699999997
3001,-161,-160.17,-151.56041,-134.61415699999998
3002,-161,-160.22,-151.60264,-134.63942699999998
3003,-161,-160.27,-151.64475,-134.664697
3004,-161,-160.32000000000005,-151.68674000000001,-134.68996699999997
3005,-161,-160.36000000000004,-151.72862,-134.71523699999997
3006,-161,-160.40000000000003,-151.77038000000002,-134.74050699999998
3007,-161,-160.44000000000005,-151.81201000000001,-134.76577699999996
3008,-161,-160.48000000000005,-151.85350999999997,-134.79104699999996
3009,-161,-160.52000000000004,-151.89486999999997,-134.81631699999997
3010,-161,-160.55000000000007,-151.93609999999998,-134.84158699999998
3011,-161,-160.57000000000005,-151.9772,-134.86685699999998
3012,-161,-160.59000000000003,-152.01817,-134.89212699999996
3013,-161,-160.61000000000004,-152.05902,-134.91739699999997
3014,-161,-160.63000000000005,-152.09975,-134.94266699999997
3015,-161,-160.65000000000003,-152.14036000000002,-134.96793699999995
3016,-161,-160.67000000000004,-152.18085000000002,-134.99320699999996
3017,-161,-160.68000000000006,-152.22122000000005,-135.01847699999996
3018,-161,-160.69000000000005,-152.26147000000003,-135.04374699999997
3019,-161,-160.70000000000005,-152.3016,-135.06901699999997
3020,-161,-160.71000000000004,-152.34160999999997,-135.09428699999995
3021,-161,-160.72000000000003,-152.3815,-135.119557
3022,-161,-160.73000000000005,-152.42129,-135.14482699999996
3023,-160,-160.74000000000004,-152.46099,-135.17009699999994
3024,-160,-160.75000000000006,-152.50062000000003,-135.19536699999995
3025,-160,-160.76000000000005,-152.5402,-135.22063699999995
3026,-160,-160.77000000000004,-152.57972999999998,-135.24590699999996
3027,-160,-160.78000000000006,-152.61920999999998,-135.27117699999997
3028,-160,-160.79000000000005,-152.65863999999996,-135.29644699999994
3029,-160,-160.80000000000007,-152.69803,-135.32171699999998
3030,-161,-160.81000000000006,-152.73737999999997,-135.34698699999996
3031,-161,-160.82000000000005,-152.77668999999997,-135.37225699999996
3032,-161,-160.83000000000007,-152.81596,-135.39752699999997
3033,-161,-160.84000000000006,-152.85519,-135.42279699999995
3034,-161,-160.85000000000005,-152.89439,-135.44806699999995
3035,-161,-160.86000000000007,-152.93357,-135.47333699999996
3036,-161,-160.88000000000005,-152.97273,-135.49860699999994
3037,-161,-160.89000000000004,-153.01187,-135.52387699999997
3038,-161,-160.90000000000006,-153.05098999999996,-135.54914699999995
3039,-161,-160.90000000000003,-153.09008999999995,-135.57441699999995
3040,-161,-160.90000000000003,-153.12917999999996,-135.59968699999996
3041,-161,-160.90000000000003,-153.16827999999995,-135.62495699999994
3042,-161,-160.90000000000003,-153.20739999999998,-135.65022699999994
3043,-161,-160.90000000000006,-153.24653999999998,-135.67549699999995
3044,-161,-160.90000000000006,-153.28569,-135.70076699999993
3045,-160,-160.90000000000006,-153.32485,-135.72603699999996
3046,-160,-160.91000000000005,-153.36403,-135.75130699999994
3047,-160,-160.92000000000002,-153.40323,-135.77657699999995
3048,-160,-160.93,-153.44245,-135.80184699999995
3049,-160,-160.93,-153.48169000000001,-135.82711699999993
3050,-161,-160.93,-153.52095,-135.85238699999996
3051,-161,-160.94000000000003,-153.56023,-135.87765699999994
3052,-161,-160.95000000000005,-153.59954,-135.90292699999992
3053,-161,-160.96000000000004,-153.63887999999997,-135.92819699999995
3054,-161,-160.97000000000003,-153.67826000000002,-135.95346699999993
3055,-161,-160.98000000000002,-153.71768,-135.97873699999994
3056,-161,-160.99,-153.75714,-136.00400699999994
3057,-161,-161.00000000000003,-153.79665,-136.02927699999992
3058,-161,-161.01000000000002,-153.83621,-136.05454699999996
3059,-161,-161.02,-153.87582,-136.07981699999993
3060,-161,-161.03000000000003,-153.91548,-136.1050869999999
3061,-161,-161.05,-153.95519,-136.13035699999995
3062,-161,-161.07,-153.99494999999996,-136.15562699999992
3063,-161,-161.09,-154.03475999999998,-136.18089699999993
3064,-161,-161.10999999999999,-154.07461999999995,-136.20616699999994
3065,-161,-161.13,-154.11453999999995,-136.23143699999991
3066,-161,-161.14999999999998,-154.15451999999996,-136.25670699999995
3067,-161,-161.17,-154.19454999999996,-136.28197699999993
3068,-161,-161.19,-154.23461999999998,-136.3072469999999
3069,-161,-161.20999999999998,-154.27473,-136.33251699999994
3070,-161,-161.22999999999996,-154.31488,-136.35778699999992
3071,-161,-161.24999999999997,-154.35506999999996,-136.38305699999992
3072,-161,-161.26999999999998,-154.39529999999996,-136.40832699999993
3073,-161,-161.29,-154.43556999999998,-136.4335969999999
3074,-161,-161.32,-154.47587999999996,-136.45886699999994
3075,-161,-161.35,-154.51622999999998,-136.48413699999992
3076,-161,-161.38,-154.55661999999995,-136.5094069999999
3077,-161,-161.41,-154.59704999999997,-136.53467699999993
3078,-161,-161.44,-154.63752,-136.5599469999999
3079,-161,-161.47,-154.67802999999998,-136.58521699999991
3080,-161,-161.5,-154.71857999999997,-136.61048699999992
3081,-161,-161.52,-154.75916999999998,-136.6357569999999
3082,-161,-161.54000000000002,-154.7998,-136.66102699999993
3083,-161,-161.56,-154.84047,-136.6862969999999
3084,-161,-161.57999999999998,-154.88118,-136.7115669999999
3085,-161,-161.60000000000002,-154.92193000000003,-136.73683699999992
3086,-161,-161.62,-154.96272000000002,-136.7621069999999
3087,-161,-161.64,-155.00355000000002,-136.7873769999999
3088,-161,-161.66000000000003,-155.04442,-136.8126469999999
3089,-161,-161.68,-155.08533,-136.8379169999999
3090,-161,-161.7,-155.12626999999998,-136.86318699999993
3091,-161,-161.72,-155.16722999999996,-136.8884569999999
3092,-161,-161.74,-155.20820999999998,-136.91372699999988
3093,-161,-161.76,-155.24920999999998,-136.93899699999992
3094,-161,-161.78,-155.29022999999995,-136.9642669999999
3095,-162,-161.8,-155.33126999999996,-136.9895369999999
3096,-162,-161.82999999999998,-155.37232999999995,-137.0148069999999
3097,-162,-161.86,-155.41339999999994,-137.04007699999988
3098,-162,-161.89,-155.45447999999996,-137.06534699999992
3099,-162,-161.92,-155.49556999999996,-137.0906169999999
3100,-162,-161.95,-155.53667,-137.11588699999987
3101,-162,-161.96999999999997,-155.57777,-137.1411569999999
3102,-162,-161.99,-155.61887,-137.16642699999989
3103,-162,-162.01,-155.65996999999996,-137.1916969999999
3104,-162,-162.02999999999997,-155.70107000000002,-137.2169669999999
3105,-162,-162.05,-155.74217,-137.24223699999988
3106,-162,-162.07,-155.78327,-137.2675069999999
3107,-162,-162.08999999999997,-155.82437,-137.2927769999999
3108,-162,-162.11,-155.86546999999996,-137.31804699999986
3109,-162,-162.13,-155.90657000000002,-137.3433169999999
3110,-163,-162.14999999999998,-155.94767,-137.36858699999988
3111,-163,-162.17000000000002,-155.98876999999996,-137.39385699999988
3112,-163,-162.19,-156.02987,-137.4191269999999
3113,-163,-162.20999999999998,-156.07097,-137.44439699999987
3114,-163,-162.23000000000002,-156.11207000000002,-137.4696669999999
3115,-163,-162.25,-156.15317,-137.49493699999988
3116,-163,-162.26999999999998,-156.19427,-137.52020699999986
3117,-163,-162.29000000000002,-156.23537,-137.5454769999999
3118,-163,-162.31,-156.27647,-137.57074699999987
3119,-163,-162.32,-156.31757,-137.59601699999988
3120,-163,-162.33000000000004,-156.35867,-137.62128699999988
3121,-163,-162.34000000000003,-156.39977,-137.64655699999986
3122,-163,-162.35000000000002,-156.44086000000001,-137.6718269999999
3123,-163,-162.36000000000004,-156.48193000000003,-137.6970969999999
3124,-163,-162.36000000000007,-156.52298000000002,-137.72236699999988
3125,-163,-162.35000000000005,-156.56401,-137.74763699999988
3126,-163,-162.34000000000003,-156.60502,-137.7729069999999
3127,-163,-162.33,-156.64601,-137.7981769999999
3128,-163,-162.32,-156.68698,-137.82344699999987
3129,-163,-162.31,-156.72793,-137.84871699999985
3130,-163,-162.3,-156.76886,-137.8739869999999
3131,-163,-162.29000000000002,-156.80977,-137.8992569999999
3132,-163,-162.28,-156.85066,-137.92452699999987
3133,-163,-162.26999999999998,-156.89153000000002,-137.94979699999988
3134,-163,-162.26,-156.93238000000002,-137.97506699999988
3135,-163,-162.25,-156.97321,-138.0003369999999
3136,-163,-162.23999999999998,-157.01402,-138.02560699999987
3137,-163,-162.22999999999996,-157.05481,-138.05087799999984
3138,-163,-162.21999999999997,-157.09558,-138.07614999999987
3139,-163,-162.20999999999998,-157.13633000000002,-138.10142299999987
3140,-163,-162.2,-157.17705999999998,-138.12669699999987
3141,-163,-162.19,-157.21777000000003,-138.1519719999999
3142,-163,-162.17999999999998,-157.25846,-138.17724799999988
3143,-163,-162.16999999999996,-157.29913,-138.20252499999987
3144,-163,-162.15999999999997,-157.33979000000002,-138.22780299999988
3145,-163,-162.14999999999998,-157.38044000000002,-138.25308199999986
3146,-163,-162.12999999999997,-157.42107,-138.27836199999987
3147,-163,-162.10999999999996,-157.46167999999997,-138.30364299999985
3148,-163,-162.08999999999997,-157.50226999999998,-138.32892499999986
3149,-163,-162.07,-157.54283999999996,-138.3542079999999
3150,-163,-162.04999999999995,-157.58338999999998,-138.37949199999986
3151,-163,-162.02999999999997,-157.62392,-138.40477699999985
3152,-163,-162.01,-157.66442999999998,-138.43006299999988
3153,-163,-161.98999999999995,-157.70491999999996,-138.4553499999999
3154,-163,-161.96999999999997,-157.74539,-138.48063799999989
3155,-163,-161.96,-157.78583999999995,-138.50592699999987
3156,-163,-161.95000000000005,-157.82626999999997,-138.53121699999986
3157,-163,-161.94000000000003,-157.86667999999997,-138.5565079999999
3158,-163,-161.93000000000006,-157.90706999999998,-138.58179999999987
3159,-163,-161.91000000000005,-157.94744,-138.60709299999988
3160,-163,-161.89000000000004,-157.98779,-138.63238699999988
3161,-163,-161.85999999999999,-158.02812,-138.65768199999988
3162,-163,-161.82999999999998,-158.06842999999998,-138.68297799999988
3163,-163,-161.79999999999998,-158.10871999999998,-138.7082759999999
3164,-163,-161.76999999999998,-158.14898999999997,-138.73357599999986
3165,-163,-161.73999999999998,-158.18923999999998,-138.75887799999987
3166,-163,-161.70999999999998,-158.22947,-138.78418199999987
3167,-163,-161.67999999999998,-158.26969,-138.80948799999987
3168,-162,-161.64999999999998,-158.3099,-138.83479599999987
3169,-162,-161.61999999999998,-158.3501,-138.86010599999986
3170,-162,-161.58999999999997,-158.39029,-138.8854179999999
3171,-162,-161.55999999999997,-158.43046999999999,-138.91073199999988
3172,-162,-161.52999999999997,-158.47064,-138.93604899999988
3173,-161,-161.49999999999997,-158.5108,-138.96136899999988
3174,-160,-161.46999999999997,-158.55095,-138.98669199999986
3175,-160,-161.43999999999997,-158.59108999999998,-139.0120179999999
3176,-160,-161.40999999999997,-158.63121999999998,-139.0373469999999
3177,-160,-161.37999999999997,-158.67134,-139.0626789999999
3178,-160,-161.34999999999997,-158.71144999999999,-139.08801399999987
3179,-160,-161.32999999999998,-158.75155,-139.1133519999999
3180,-160,-161.31,-158.79164,-139.13869299999988
3181,-160,-161.29000000000002,-158.83172000000002,-139.16403699999987
3182,-160,-161.27000000000004,-158.87179,-139.18938399999988
3183,-160,-161.25000000000006,-158.91185000000002,-139.21473399999988
3184,-160,-161.23000000000002,-158.95190000000002,-139.24008699999987
3185,-160,-161.22000000000003,-158.99194,-139.2654429999999
3186,-160,-161.21000000000004,-159.03197,-139.29080199999987
3187,-160,-161.20000000000002,-159.07199000000003,-139.31616399999987
3188,-160,-161.19,-159.11200000000002,-139.34152899999987
3189,-160,-161.18,-159.15200000000002,-139.36689799999988
3190,-160,-161.17000000000002,-159.192,-139.39227099999988
3191,-160,-161.16000000000003,-159.232,-139.41764799999987
3192,-160,-161.14999999999998,-159.272,-139.44302899999985
3193,-160,-161.14,-159.312,-139.46841399999988
3194,-160,-161.13,-159.35200000000003,-139.4938029999999
3195,-160,-161.12,-159.39200000000002,-139.51919599999988
3196,-160,-161.11,-159.43200000000002,-139.54459299999988
3197,-160,-161.10000000000002,-159.472,-139.5699939999999
3198,-160,-161.09000000000003,-159.512,-139.59539899999987
3199,-160,-161.07999999999998,-159.55200000000002,-139.6208079999999
3200,-160,-161.07,-159.59200000000004,-139.64622099999985
3201,-160,-161.06,-159.63200000000003,-139.67163799999986
3202,-160,-161.05,-159.67200000000003,-139.69705899999988
3203,-160,-161.04,-159.71200000000002,-139.7224839999999
3204,-161,-161.02999999999997,-159.752,-139.74791299999987
3205,-161,-161.01999999999998,-159.79200000000003,-139.77334599999986
3206,-161,-161.01,-159.83200000000002,-139.79878299999987
3207,-161,-161.0,-159.87200000000004,-139.82422399999987
3208,-160,-160.99,-159.91200000000003,-139.84966899999986
3209,-160,-160.98,-159.95200000000003,-139.87511799999987
3210,-160,-160.96999999999997,-159.99200000000002,-139.9005709999999
3211,-160,-160.95999999999998,-160.03200000000004,-139.92602799999986
3212,-160,-160.95,-160.072,-139.95148899999987
3213,-160,-160.94,-160.11200000000002,-139.97695399999986
3214,-160,-160.93,-160.15200000000004,-140.00242299999985
3215,-160,-160.92000000000002,-160.19200000000004,-140.02789599999988
3216,-160,-160.91000000000003,-160.23200000000003,-140.05337299999985
3217,-160,-160.9,-160.27200000000002,-140.07885399999986
3218,-160,-160.89,-160.31200000000004,-140.10433899999987
3219,-160,-160.88,-160.35200000000003,-140.12982799999986
3220,-160,-160.87,-160.39200000000005,-140.15532099999987
3221,-160,-160.86,-160.43200000000002,-140.18081799999987
3222,-160,-160.85000000000002,-160.47200000000004,-140.2063189999999
3223,-160,-160.84000000000003,-160.51200000000003,-140.23182399999988
3224,-160,-160.84000000000003,-160.55200000000002,-140.25733399999987
3225,-160,-160.85000000000002,-160.59200000000004,-140.28284899999989
3226,-160,-160.86000000000004,-160.63200000000006,-140.30836899999986
3227,-160,-160.87000000000006,-160.67200000000005,-140.33389399999987
3228,-161,-160.88000000000005,-160.71200000000005,-140.35942399999988
3229,-161,-160.89000000000004,-160.75200000000004,-140.38495899999987
3230,-161,-160.90000000000003,-160.79200000000006,-140.41049899999987
3231,-161,-160.91000000000003,-160.83200000000005,-140.43604399999987
3232,-161,-160.92000000000002,-160.87200000000007,-140.46159399999988
3233,-161,-160.93000000000004,-160.91200000000006,-140.48714899999987
3234,-162,-160.94000000000005,-160.95200000000006,-140.51270899999986
3235,-162,-160.94000000000003,-160.99200000000005,-140.5382739999999
3236,-162,-160.94,-161.03200000000004,-140.56384399999988
3237,-162,-160.93999999999997,-161.07200000000006,-140.58941799999988
3238,-162,-160.93999999999994,-161.11200000000005,-140.61499599999988
3239,-162,-160.93999999999994,-161.15200000000007,-140.64057799999986
3240,-162,-160.93999999999994,-161.19200000000006,-140.66616399999987
3241,-162,-160.93999999999994,-161.23200000000006,-140.6917539999999
3242,-162,-160.93999999999997,-161.27200000000005,-140.7173479999999
3243,-162,-160.93999999999997,-161.31200000000007,-140.74294599999988
3244,-162,-160.93999999999997,-161.35200000000003,-140.76854799999987
3245,-162,-160.94,-161.39200000000005,-140.79415399999988
3246,-162,-160.94,-161.43200000000007,-140.8197639999999
3247,-162,-160.94,-161.47200000000007,-140.84537799999987
3248,-162,-160.93,-161.51200000000006,-140.87099599999988
3249,-162,-160.92000000000002,-161.55200000000005,-140.89661799999988
3250,-162,-160.91000000000003,-161.59200000000007,-140.9222439999999
3251,-162,-160.90000000000003,-161.6320000000001,-140.9478739999999
3252,-162,-160.89000000000004,-161.67200000000008,-140.97350799999987
3253,-162,-160.88000000000002,-161.71200000000007,-140.99914599999988
3254,-162,-160.87,-161.75200000000007,-141.0247879999999
3255,-162,-160.85000000000002,-161.79200000000006,-141.05043399999988
3256,-162,-160.83000000000004,-161.83200000000005,-141.07608399999987
3257,-162,-160.81,-161.87200000000007,-141.10173799999987
3258,-162,-160.79000000000002,-161.9120000000001,-141.12739599999986
3259,-162,-160.78000000000003,-161.95200000000008,-141.15305799999987
3260,-162,-160.77000000000004,-161.99200000000008,-141.17872399999987
3261,-162,-160.76000000000002,-162.03200000000007,-141.20439399999987
3262,-162,-160.74,-162.07200000000006,-141.23006799999987
3263,-162,-160.71,-162.11200000000008,-141.25574499999988
3264,-162,-160.68,-162.1520000000001,-141.28142499999987
3265,-162,-160.65,-162.1920000000001,-141.30710799999986
3266,-162,-160.61999999999998,-162.23200000000008,-141.33279399999986
3267,-162,-160.58999999999997,-162.27200000000008,-141.35848299999986
3268,-161,-160.55999999999997,-162.31200000000007,-141.38417499999986
3269,-161,-160.52999999999997,-162.3520000000001,-141.40986999999987
3270,-161,-160.49999999999997,-162.39200000000008,-141.43556799999988
3271,-161,-160.46999999999997,-162.4320000000001,-141.46126899999987
3272,-161,-160.43999999999997,-162.4720000000001,-141.48697199999987
3273,-161,-160.40999999999997,-162.51200000000009,-141.51267699999988
3274,-161,-160.37999999999997,-162.55200000000008,-141.53838399999987
3275,-161,-160.34999999999997,-162.59200000000007,-141.56409299999987
3276,-161,-160.31,-162.63200000000006,-141.58980399999987
3277,-161,-160.26999999999998,-162.67200000000008,-141.61551699999987
3278,-161,-160.23000000000002,-162.7120000000001,-141.64123199999986
3279,-161,-160.18,-162.7520000000001,-141.66694899999987
3280,-161,-160.13000000000002,-162.7920000000001,-141.69266799999988
3281,-161,-160.08000000000004,-162.83200000000008,-141.7183889999999
3282,-161,-160.03000000000003,-162.8720000000001,-141.74411199999986
3283,-161,-159.98000000000002,-162.9120000000001,-141.76983699999988
3284,-160,-159.93000000000004,-162.95200000000008,-141.7955639999999
3285,-160,-159.87000000000003,-162.99200000000008,-141.82129299999986
3286,-160,-159.81000000000003,-163.0320000000001,-141.84702399999986
3287,-160,-159.75000000000003,-163.0720000000001,-141.87275699999987
3288,-160,-159.69000000000003,-163.11200000000008,-141.89849199999986
3289,-160,-159.63000000000002,-163.1520000000001,-141.92422799999986
3290,-160,-159.57000000000002,-163.19200000000012,-141.94996499999988
3291,-160,-159.51000000000002,-163.2320000000001,-141.9757029999999
3292,-160,-159.45000000000002,-163.2720000000001,-142.00144199999988
3293,-160,-159.39000000000001,-163.3120000000001,-142.02718199999987
3294,-160,-159.33,-163.3520000000001,-142.05292299999988
3295,-160,-159.27,-163.3920000000001,-142.0786649999999
3296,-160,-159.21,-163.4320000000001,-142.10440799999986
3297,-159,-159.15,-163.47200000000012,-142.13015199999987
3298,-159,-159.09,-163.5120000000001,-142.15589699999987
3299,-159,-159.03,-163.5520000000001,-142.1816429999999
3300,-159,-158.97,-163.5920000000001,-142.20738999999986
3301,-159,-158.91000000000003,-163.63200000000012,-142.23313799999988
3302,-159,-158.85000000000002,-163.67200000000008,-142.25888699999987
3303,-159,-158.79000000000002,-163.7120000000001,-142.28463699999986
3304,-159,-158.73000000000002,-163.75200000000012,-142.31038799999988
3305,-159,-158.67000000000002,-163.79200000000012,-142.33613999999986
3306,-159,-158.61,-163.8320000000001,-142.36189299999987
3307,-159,-158.55,-163.8720000000001,-142.38764699999987
3308,-159,-158.49,-163.9120000000001,-142.41340199999988
3309,-159,-158.43,-163.95201000000012,-142.43915799999988
3310,-159,-158.37000000000003,-163.99203000000014,-142.46491499999988
3311,-158,-158.31000000000003,-164.03206000000014,-142.49067299999987
3312,-157,-158.25000000000003,-164.07210000000015,-142.51643199999987
3313,-157,-158.19000000000003,-164.11215000000016,-142.54219199999986
3314,-157,-158.13,-164.15221000000014,-142.56795299999987
3315,-157,-158.07,-164.19228000000015,-142.59371499999986
3316,-157,-158.01000000000002,-164.23237000000015,-142.61947799999987
3317,-157,-157.95000000000002,-164.27248000000014,-142.64524199999988
3318,-157,-157.89000000000001,-164.31262000000015,-142.67100699999986
3319,-157,-157.84,-164.35279000000014,-142.6967729999999
3320,-157,-157.79000000000002,-164.39299000000014,-142.72253999999987
3321,-157,-157.74,-164.43322000000012,-142.74830799999987
3322,-157,-157.69,-164.47348000000017,-142.77407699999986
3323,-157,-157.64,-164.5137700000002,-142.7998469999999
3324,-157,-157.59,-164.55409000000017,-142.82561699999988
3325,-156,-157.54,-164.59444000000016,-142.85138699999987
3326,-156,-157.48999999999998,-164.6348300000002,-142.87715699999987
3327,-156,-157.44,-164.67526000000018,-142.90292699999986
3328,-156,-157.4,-164.71574000000015,-142.9286969999999
3329,-156,-157.35999999999999,-164.75627000000014,-142.95446699999985
3330,-156,-157.32,-164.79685000000018,-142.98023699999987
3331,-156,-157.27999999999997,-164.83749000000017,-143.00600699999987
3332,-156,-157.23999999999995,-164.87819000000013,-143.03177699999986
3333,-156,-157.19999999999996,-164.9189600000001,-143.0575469999999
3334,-156,-157.15999999999997,-164.95980000000014,-143.08331699999985
3335,-156,-157.14,-165.00071000000017,-143.10908699999987
3336,-156,-157.13,-165.04170000000013,-143.13485699999984
3337,-156,-157.11999999999998,-165.08277000000012,-143.16062699999986
3338,-156,-157.11,-165.1239200000001,-143.1863969999999
3339,-156,-157.10000000000002,-165.1651500000001,-143.21216699999985
3340,-156,-157.08999999999997,-165.2064700000001,-143.23793699999987
3341,-156,-157.07999999999998,-165.24788000000012,-143.26370699999987
3342,-156,-157.07,-165.2893800000001,-143.28947699999986
3343,-156,-157.06,-165.3309700000001,-143.31524699999989
3344,-156,-157.05,-165.37265000000005,-143.34101699999985
3345,-156,-157.06000000000003,-165.41443000000007,-143.36678699999987
3346,-156,-157.07000000000002,-165.45632000000006,-143.39255699999987
3347,-156,-157.09,-165.4983200000001,-143.41832699999986
3348,-156,-157.12,-165.54043000000013,-143.44409699999989
3349,-156,-157.15000000000003,-165.58263000000014,-143.46986699999985
3350,-156,-157.18,-165.62492000000015,-143.49563699999987
3351,-156,-157.21,-165.66731000000013,-143.52140699999987
3352,-156,-157.24,-165.70980000000014,-143.54717699999986
3353,-156,-157.27,-165.75239000000013,-143.57294699999986
3354,-156,-157.3,-165.79508000000018,-143.59871699999985
3355,-156,-157.34,-165.83787000000015,-143.62448699999987
3356,-156,-157.39,-165.88076000000012,-143.6502569999999
3357,-156,-157.43999999999997,-165.92373000000015,-143.67602699999986
3358,-156,-157.48999999999995,-165.96679000000015,-143.70179699999989
3359,-156,-157.53999999999994,-166.00994000000014,-143.72756699999985
3360,-156,-157.58999999999992,-166.05318000000014,-143.75333699999987
3361,-156,-157.63999999999993,-166.09651000000014,-143.77910699999987
3362,-156,-157.70999999999995,-166.1399300000001,-143.80487699999986
3363,-156,-157.78999999999996,-166.1834400000001,-143.83064699999989
3364,-156,-157.86999999999998,-166.22704000000013,-143.85641699999985
3365,-156,-157.95,-166.27074000000013,-143.88218699999987
3366,-156,-158.03,-166.31454000000014,-143.9079569999999
3367,-156,-158.11,-166.35844000000014,-143.93372699999986
3368,-156,-158.19000000000003,-166.40242000000015,-143.95949699999989
3369,-156,-158.28,-166.44649000000013,-143.98526699999985
3370,-156,-158.38,-166.49066000000016,-144.01103699999987
3371,-156,-158.47999999999996,-166.53493000000012,-144.03680699999984
3372,-156,-158.57999999999996,-166.57930000000013,-144.06257699999986
3373,-156,-158.67999999999995,-166.62377000000012,-144.08834699999989
3374,-156,-158.77999999999994,-166.66835000000015,-144.11411699999985
3375,-156,-158.87999999999994,-166.71303000000015,-144.13988699999987
3376,-156,-158.98999999999995,-166.75779000000014,-144.16565699999987
3377,-157,-159.09999999999997,-166.80261000000013,-144.19142699999986
3378,-157,-159.20999999999995,-166.84749000000014,-144.21719699999989
3379,-157,-159.31999999999994,-166.89243000000013,-144.24296699999985
3380,-157,-159.42999999999995,-166.93743000000015,-144.26873699999987
3381,-157,-159.54999999999998,-166.98250000000016,-144.29450699999987
3382,-157,-159.67000000000002,-167.02763000000013,-144.32027699999986
3383,-157,-159.79999999999998,-167.0728200000001,-144.34604699999988
3384,-158,-159.94,-167.1180700000001,-144.37181699999985
3385,-159,-160.07999999999998,-167.1633700000001,-144.39758699999987
3386,-159,-160.21999999999997,-167.20872000000008,-144.42335699999984
3387,-159,-160.36999999999998,-167.25412000000009,-144.44912699999986
3388,-159,-160.51999999999998,-167.2995700000001,-144.47489699999988
3389,-159,-160.67000000000002,-167.3450700000001,-144.50066699999985
3390,-159,-160.82000000000005,-167.3906200000001,-144.52643699999987
3391,-159,-160.97000000000006,-167.4362300000001,-144.55220699999984
3392,-159,-161.12000000000006,-167.4819000000001,-144.57797699999986
3393,-159,-161.28000000000003,-167.5276300000001,-144.60374699999988
3394,-161,-161.44000000000005,-167.57342000000017,-144.62951699999985
3395,-161,-161.60000000000002,-167.61926000000014,-144.65528699999987
3396,-162,-161.76,-167.66515000000012,-144.68105699999984
3397,-162,-161.92000000000002,-167.71108000000012,-144.70682699999986
3398,-162,-162.08,-167.7570500000001,-144.73259699999988
3399,-162,-162.24,-167.8030600000001,-144.75836699999985
3400,-162,-162.39999999999998,-167.8491100000001,-144.78413699999987
3401,-162,-162.56,-167.89520000000007,-144.80990699999984
3402,-162,-162.73000000000002,-167.94133000000005,-144.83567699999986
3403,-162,-162.9,-167.9874800000001,-144.86144699999983
3404,-163,-163.07,-168.0336500000001,-144.88721699999985
3405,-164,-163.24999999999997,-168.0798400000001,-144.91298699999987
3406,-164,-163.44,-168.1260400000001,-144.93875699999984
3407,-164,-163.63,-168.1722500000001,-144.96452699999986
3408,-164,-163.84,-168.21847000000008,-144.99029699999986
3409,-164,-164.05,-168.26469000000012,-145.01606699999985
3410,-164,-164.26000000000005,-168.31090000000015,-145.04183699999987
3411,-165,-164.47000000000006,-168.35709000000014,-145.06760699999984
3412,-165,-164.68000000000004,-168.40325000000013,-145.09337699999986
